source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for Android,"If you can't run your own house you certainly can't run the White House" A statement made by Mrs. Obama about Crooked Hillary Clinton,10-23-2016 12:53:51,25716,58853,false,790174395985788929
Twitter for iPhone,Former Prosecutor: The Clintons Are So Corrupt Everything ‘They Touch Turns To Molten Lead’ https://t.co/5Eyfi092vn,10-23-2016 16:30:03,11903,22537,false,790228805986217985
Twitter for iPhone,'Clinton Charity Got Up To $56 Million From Nations That Are Anti-Women Gays' #CrookedHillaryhttps://t.co/eHsuBdi8XM,10-24-2016 00:07:47,16967,24992,false,790343997814403072
Twitter for iPhone,'Clinton Ally Aided Campaign of FBI Official’s Wife' https://t.co/U0w99gfyKE,10-24-2016 02:25:05,12972,20245,false,790378549395988480
Twitter for iPhone,Why has nobody asked Kaine about the horrible views emanated on WikiLeaks about Catholics? Media in the tank for Clinton but Trump will win!,10-24-2016 13:05:36,14772,37266,false,790539740118446080
Twitter for iPhone,Get out to VOTE on 11/8/2016- and we will #DrainTheSwamp!RASMUSSEN NATIONAL Trump 43%Clinton 41% https://t.co/jIOR7Bq816,10-24-2016 14:46:16,15004,31769,false,790565076159922177
Twitter for iPhone,'The Clinton Foundation’s Most Questionable Foreign Donations'#PayToPlay #DrainTheSwamphttps://t.co/IkeqMRjX5z,10-24-2016 16:04:52,10189,16778,false,790584855150997504
Twitter for iPhone,'Hillary Clinton Had Gun Control Supporters Planted In Town Hall Audience' https://t.co/1GVq74iW8a,10-24-2016 16:37:58,11458,18616,false,790593186787840000
Twitter for iPhone,Peter Navarro: 'Trump the Bull vs. Clinton the Bear' #DrainTheSwamp https://t.co/mQRkfMG80j,10-24-2016 21:52:36,6183,13641,false,790672365466316800
Twitter for iPhone,As election looms some bad news for Clinton Democrats:https://t.co/7aWWVQPjTo,10-25-2016 14:31:19,8356,15699,false,790923701193768960
Twitter for iPhone,'WikiLeaks Drip-Drop Releases Prove One Thing: There's No Nov. 8 Deadline on Clinton's Dishonesty and Scandals'https://t.co/MfRy3Nvd4F,10-27-2016 14:08:15,12505,23293,false,791642669256769536
Twitter for iPhone,Ron Fournier: "Clinton Used Secret Server To Protect #CircleOfEnrichment”https://t.co/4OGP3tPxyp,10-27-2016 14:10:38,8579,15000,false,791643269109350400
Twitter for iPhone,"Clinton Foundation’s Fundraisers Pressed Donors to Steer Business to Former President"https://t.co/PlFILR6JCn,10-27-2016 14:12:42,9239,15416,false,791643789609865216
Twitter for iPhone,Inside ‘Bill Clinton Inc.’: Hacked memo reveals intersection of charity and personal income. #DrainTheSwamp!https://t.co/UfDVzeSDfd,10-27-2016 14:49:59,13148,21471,false,791653174994202624
Twitter for iPhone,RT @DRUDGE_REPORT: WSJ:  The Cold Clinton Reality... https://t.co/udWj5mXcA6,10-28-2016 17:23:39,4423,0,true,792054233721864193
Twitter for iPhone,Just out: Neera Tanden Hillary Clinton adviser said “Israel is depressing.” I think Israel is inspiring!,10-28-2016 17:24:08,15267,37860,false,792054354991800320
Twitter for Android,"@piersmorgan: BOMBSHELL: FBI reopening its investigation into HillaryClinton's email server after new discovery!,10-29-2016 01:30:55,15319,42330,false,792176856086622208
Twitter for Android,Wow Twitter Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!,10-30-2016 14:26:30,35433,72013,false,792734426912337920
Twitter for iPhone,'Hillary's Two Official Favors To Morocco Resulted In $28 Million For Clinton Foundation' #DrainTheSwamphttps://t.co/6qOO7FZSvF,10-31-2016 16:00:19,14570,23213,false,793120426541056000
Twitter for iPhone,'Kept me out of jail': Top DOJ official involved in Clinton probe represented her campaign chairman: https://t.co/QUZn97CEOq,11-01-2016 21:15:42,10856,18787,false,793562183573442560
Twitter for iPhone,'Podesta urged Clinton team to hand over emails after use of private server emerged' https://t.co/NYvVmoA8wl,11-01-2016 21:46:18,8363,17037,false,793569883409657856
Twitter for iPhone,WikiLeaks emails reveal Podesta urging Clinton camp to 'dump' emails. Time to #DrainTheSwamp!https://t.co/P3ajiACiXK,11-01-2016 21:57:54,14276,25817,false,793572802729086976
Twitter for Android,Crooked Hillary Clinton deleted 33000 e-mails AFTER they were subpoenaed by the United States Congress. Guilty - cannot run. Rigged system!,11-02-2016 12:47:48,18560,48458,false,793796754193936385
Twitter for iPhone,"It pays to have friends in high places- like the Justice Department. Clearly the Clintons do." #DrainTheSwamp! https://t.co/KZXB4B156M,11-02-2016 18:57:07,11159,21905,false,793889694064967680
Twitter for iPhone,Clinton camp fumed when surrogate told supporters Clinton planned to betray labor on TPP post-election: https://t.co/ZZjbGDZP7e,11-02-2016 18:58:34,9997,19222,false,793890059510505472
Twitter for Android,ObamaCare is a total disaster. Hillary Clinton wants to save it by making it even more expensive. Doesn't work I will REPEAL AND REPLACE!,11-03-2016 12:34:14,15563,45972,false,794155725152980992
Twitter for iPhone,RT @PaulaReidCBS: .@CBSNews confirms FBI found emails on #AnthonyWeiner computer related to Hillary Clinton server that are "new" &amp; not p…,11-03-2016 23:30:17,16216,0,true,794320826237644805
Twitter for iPhone,"The Clinton Campaign at Obama Justice" #DrainTheSwamphttps://t.co/LZkvFc071z,11-04-2016 16:17:22,7487,15001,false,794574267878928384
Twitter for iPhone,RT @TeamTrump: Mrs. Saucier's son is in prison for having classified info on an unsecured device. @HillaryClinton did FAR WORSE &amp; is runnin…,11-04-2016 16:26:19,12138,0,true,794576519955939328
Twitter for iPhone,Clinton Aides: ‘Definitely’ Not Releasing Some HRC Emails:https://t.co/GY5pGKaDoW,11-04-2016 16:28:36,8002,15927,false,794577092453212160
Twitter for iPhone,‘Must Act Immediately’: Clinton Charity Lawyer Told Execs They Were Breaking The Lawhttps://t.co/hsi4qhqTV1,11-05-2016 21:38:01,12637,21423,false,795017350688935936
Twitter for iPhone,Top Clinton Aides Bemoan Campaign ‘All Tactics’ No Vision: https://t.co/mHYvQtIq78,11-05-2016 21:39:44,8130,16602,false,795017781423067136
Twitter for Android,Hillary Clinton conceded the election when she called me just prior to the victory speech and after the results were in. Nothing will change,11-27-2016 12:19:31,26742,96998,false,802849330176659456
Twitter for Android,.@CNN is so embarrassed by their total  (100%) support of Hillary Clinton and yet her loss in a landslide that they don't know what to do.,11-29-2016 03:03:59,25140,91706,false,803434300846862336
Twitter for Android,I thought that @CNN would get better after they failed so badly in their support of Hillary Clinton however since election they are worse!,11-29-2016 11:34:42,18975,73244,false,803562827776720896
Twitter for Android,Bill Clinton stated that I called him after the election. Wrong he called me (with a very nice congratulations). He "doesn't know much" ...,12-20-2016 13:03:59,18772,79039,false,811195441710764032
Twitter for Android,People must remember that ObamaCare just doesn't work and it is not affordable - 116% increases (Arizona). Bill Clinton called it "CRAZY",01-03-2017 12:46:33,14481,58809,false,816264484629184513
Twitter for Android,What are Hillary Clinton's people complaining about with respect to the F.B.I. Based on the information they had she should never.....,01-13-2017 11:22:38,12744,58039,false,819867246352801792
Twitter for Android,This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.,02-15-2017 12:08:12,27541,117900,false,831837514226921472
Twitter for Android,The race for DNC Chairman was of course totally "rigged." Bernie's guy like Bernie himself never had a chance. Clinton demanded Perez!,02-26-2017 11:33:16,19073,87092,false,835814988686233601
Twitter for iPhone,What about all of the contact with the Clinton campaign and the Russians? Also is it true that the DNC would not let the FBI in to look?,03-20-2017 13:14:49,21762,82212,false,843813078076719107
Twitter for iPhone,Why doesn't Fake News talk about Podesta ties to Russia as covered by @FoxNews or money from Russia to Clinton - sale of  Uranium?,03-28-2017 22:41:09,25726,86933,false,846854703183020032
Twitter for iPhone,Did Hillary Clinton ever apologize for receiving the answers to the debate? Just asking!,04-03-2017 11:21:11,27505,108357,false,848857910297980928
Twitter for iPhone,FBI Director Comey was the best thing that ever happened to Hillary Clinton in that he gave her a free pass for many bad deeds! The phony...,05-03-2017 02:51:07,20585,80752,false,859601184285491201
Twitter for iPhone,With all of the illegal acts that took place in the Clinton campaign &amp; Obama Administration there was never a special councel appointed!,05-18-2017 11:39:19,14300,43793,false,865169927644340224
Twitter for iPhone,With all of the illegal acts that took place in the Clinton campaign &amp; Obama Administration there was never a special counsel appointed!,05-18-2017 14:07:06,30639,107510,false,865207118785372160
Twitter for iPhone,Crooked Hillary Clinton now blames everybody but herself refuses to say she was a terrible candidate. Hits Facebook &amp; even Dems &amp; DNC.,06-01-2017 00:40:01,29836,116138,false,870077441401905152
Twitter for iPhone,A.G. Lynch made law enforcement decisions for political purposes...gave Hillary Clinton a free pass and protection. Totally illegal!,06-13-2017 12:45:11,28688,95369,false,874608587473080320
Twitter for iPhone,Why is that Hillary Clintons family and Dems dealings with Russia are not looked at but my non-dealings are?,06-15-2017 19:43:31,36781,124937,false,875438639823675392
Twitter for iPhone,Hillary Clinton colluded with the Democratic Party in order to beat Crazy Bernie Sanders. Is she allowed to so collude? Unfair to Bernie!,06-25-2017 12:00:37,26895,107302,false,878946025662296064
Twitter for iPhone,The reason that President Obama did NOTHING about Russia after being notified by the CIA of meddling is that he expected Clinton would win..,06-26-2017 12:37:16,25091,92384,false,879317636164841474
Twitter for iPhone,RT @foxandfriends: Another Dem 'queasy' over claim of Loretta Lynch meddling in Clinton case https://t.co/wdQ9MduxOO,06-27-2017 11:19:39,6984,0,true,879660494218547202
Twitter for iPhone,If Chelsea Clinton were asked to hold the seat for her motheras her mother gave our country away the Fake News would say CHELSEA FOR PRES!,07-10-2017 11:47:49,26620,108995,false,884378624660582405
Twitter for iPhone,Why aren't the same standards placed on the Democrats. Look what Hillary Clinton may have gotten away with. Disgraceful!,07-12-2017 13:27:03,26011,104325,false,885128373441355777
Twitter for iPhone,HillaryClinton can illegally get the questions to the Debate &amp; delete 33000 emails but my son Don is being scorned by the Fake News Media?,07-16-2017 10:35:44,38330,143851,false,886534810575020032
Twitter for iPhone,So many people are asking why isn't the A.G. or Special Council looking at the many Hillary Clinton or Comey crimes. 33000 e-mails deleted?,07-22-2017 11:44:29,29545,105571,false,888726438265966592
Twitter for iPhone,...What about all of the Clinton ties to Russia including Podesta Company Uranium deal Russian Reset big dollar speeches etc.,07-22-2017 11:47:53,24813,87505,false,888727293346156546
Twitter for iPhone,My son Donald openly gave his e-mails to the media &amp; authorities whereas Crooked Hillary Clinton deleted (&amp; acid washed) her 33000 e-mails!,07-22-2017 12:00:30,27447,109944,false,888730468732067841
Twitter for iPhone,Ukrainian efforts to sabotage Trump campaign - "quietly working to boost Clinton." So where is the investigation A.G. @seanhannity,07-25-2017 10:03:33,17167,58316,false,889788202172780544
Twitter for iPhone,Attorney General Jeff Sessions has taken a VERY weak position on Hillary Clinton crimes (where are E-mails &amp; DNC server) &amp; Intel leakers!,07-25-2017 10:12:24,19778,71253,false,889790429398528000
Twitter for iPhone,Why didn't A.G. Sessions replace Acting FBI Director Andrew McCabe a Comey friend who was in charge of Clinton investigation but got....,07-26-2017 13:48:02,16092,64335,false,890207082926022656
Twitter for iPhone,...big dollars ($700000) for his wife's political run from Hillary Clinton and her representatives. Drain the Swamp!,07-26-2017 13:52:57,16929,74591,false,890208319566229504
Twitter for iPhone,RT @dcexaminer: Emails show Washington Post New York Times reporters unenthusiastic about covering Clinton-Lynch meeting https://t.co/PKSL…,08-04-2017 23:27:36,10696,0,true,893614425067839488
Twitter for iPhone,RT @RightlyNews: "What's a high priced Clinton attorney doing representing a low level IT staffer for the Democrats?" -@jessebwatters on t…,08-05-2017 22:18:56,17977,0,true,893959535425146881
Twitter for iPhone,E-mails show that the AmazonWashingtonPost and the FailingNewYorkTimes were reluctant to cover the Clinton/Lynch secret meeting in plane.,08-08-2017 18:00:30,24056,85946,false,894981661926068228
Twitter for iPhone,I want to thank Steve Bannon for his service. He came to the campaign during my run against Crooked Hillary Clinton - it was great! Thanks S,08-19-2017 11:33:51,25380,119211,false,898870621584596993
Twitter for iPhone,Wow looks like James Comey exonerated Hillary Clinton long before the investigation was over...and so much more. A rigged system!,09-01-2017 11:56:45,42941,137366,false,903587428488839170
Twitter for iPhone,Crooked Hillary Clinton blames everybody (and every thing) but herself for her election loss. She lost the debates and lost her direction!,09-14-2017 02:47:23,26257,114073,false,908160218995068928
Twitter for iPhone,RT @RealEagleBites: @realDonaldTrump It is the height of hypocrisy. Obama and Clinton in effect gave nuclear weapons to North Korea by thei…,09-20-2017 10:47:35,7846,0,true,910455390038642688
Twitter for iPhone,The greatest influence over our election was the Fake News Media "screaming" for Crooked Hillary Clinton. Next she was a bad candidate!,09-22-2017 11:26:06,19652,90167,false,911189860769255424
Twitter for iPhone,Being nice to Rocket Man hasn't worked in 25 years why would it work now? Clinton failed Bush failed and Obama failed. I won't fail.,10-01-2017 19:01:19,47699,188927,false,914565910798782465
Twitter for iPhone,I was recently asked if Crooked Hillary Clinton is going to run in 2020? My answer was "I hope so!",10-16-2017 13:12:43,35069,152051,false,919914000959397888
Twitter for iPhone,Wow FBI confirms report that James Comey drafted letter exonerating  Crooked Hillary Clinton long before investigation was complete. Many..,10-18-2017 10:21:00,24369,86318,false,920595564064100352
Twitter for iPhone,...people not interviewed including Clinton herself. Comey stated under oath that he didn't do this-obviously a fix? Where is Justice Dept?,10-18-2017 10:27:29,19842,73678,false,920597192666157057
Twitter for iPhone,As it has turned out James Comey lied and leaked and totally protected Hillary Clinton. He was the best thing that ever happened to her!,10-18-2017 10:56:36,25384,94520,false,920604520572424193
Twitter for iPhone,Uranium deal to Russia with Clinton help and Obama Administration knowledge is the biggest story that Fake Media doesn't want to follow!,10-19-2017 11:17:52,40651,120166,false,920972261032648705
Twitter for iPhone,.@foxandfriends "Russia sent millions to Clinton Foundation",10-19-2017 12:21:18,23830,73035,false,920988223362469891
Twitter for iPhone,Crooked Hillary Clinton spent hundreds of millions of dollars more on Presidential Election than I did. Facebook was on her side not mine!,10-21-2017 21:21:08,23221,102739,false,921848853090983938
Twitter for iPhone,"Clinton campaign &amp; DNC paid for research that led to the anti-Trump Fake News Dossier. The victim here is the President." @FoxNews,10-25-2017 11:21:30,23207,79929,false,923147501418446849
Twitter for iPhone,Never seen such Republican ANGER &amp; UNITY as I have concerning the lack of investigation on Clinton made Fake Dossier (now $12000000?)....,10-29-2017 13:53:43,30780,114789,false,924635359480303616
Twitter for iPhone,...are now fighting back like never before. There is so much GUILT by Democrats/Clinton and now the facts are pouring out. DO SOMETHING!,10-29-2017 14:17:14,25711,103162,false,924641278947622913
Twitter for iPhone,Pocahontas just stated that the Democrats lead by the legendary Crooked Hillary Clinton rigged the Primaries! Lets go FBI &amp; Justice Dept.,11-03-2017 11:55:29,29297,104174,false,926417546038923264
Twitter Web Client,Does the Fake News Media remember when Crooked Hillary Clinton as Secretary of State was begging Russia to be our friend with the misspelled reset button? Obama tried also but he had zero chemistry with Putin.,11-12-2017 00:43:36,28716,119569,false,929509950811881472
Twitter for iPhone,Crooked Hillary Clinton is the worst (and biggest) loser of all time. She just can’t stop which is so good for the Republican Party. Hillary get on with your life and give it another try in three years!,11-18-2017 13:31:47,51390,191955,false,931877599034388480
Twitter for iPhone,So General Flynn lies to the FBI and his life is destroyed while Crooked Hillary Clinton on that now famous FBI holiday “interrogation” with no swearing in and no recording lies many times...and nothing happens to her? Rigged system or just a double standard?,12-03-2017 02:06:54,43931,144704,false,937141061343956992
Twitter for iPhone,RT @paulsperry_: Wray needs to clean house. Now we know the politicization even worse than McCabe's ties to McAuliffe/Clinton. It also infe…,12-03-2017 12:24:51,13794,0,true,937296570256625666
Twitter for iPhone,Tainted (no very dishonest?) FBI “agent’s role in Clinton probe under review.” Led Clinton Email probe. @foxandfriends  Clinton money going to wife of another FBI agent in charge.,12-03-2017 12:42:47,26385,87925,false,937301085156503552
Twitter for iPhone,After years of Comey with the phony and dishonest Clinton investigation (and more) running the FBI its reputation is in Tatters - worst in History! But fear not we will bring it back to greatness.,12-03-2017 13:00:47,29973,122738,false,937305615218696193
Twitter for iPhone,Report: “ANTI-TRUMP FBI AGENT LED CLINTON EMAIL PROBE”  Now it all starts to make sense!,12-03-2017 13:36:45,38584,127451,false,937314665176207360
Twitter for iPhone,How can FBI Deputy Director Andrew McCabe the man in charge along with leakin’ James Comey of the Phony Hillary Clinton investigation (including her 33000 illegally deleted emails) be given $700000 for wife’s campaign by Clinton Puppets during investigation?,12-23-2017 20:27:05,36175,121354,false,944665687292817415
Twitter for iPhone,.@FoxNews-FBI’s Andrew McCabe “in addition to his wife getting all of this money from M (Clinton Puppet) he was using allegedly his FBI Official Email Account to promote her campaign. You obviously cannot do this. These were the people who were investigating Hillary Clinton.”,12-24-2017 12:25:22,29754,99677,false,944906847970119680
Twitter for iPhone,WOW @foxandfrlends  “Dossier is bogus. Clinton Campaign DNC funded Dossier. FBI CANNOT (after all of this time) VERIFY CLAIMS IN DOSSIER OF RUSSIA/TRUMP COLLUSION. FBI TAINTED.” And they used this Crooked Hillary pile of garbage as the basis for going after the Trump Campaign!,12-26-2017 13:24:27,35628,119478,false,945646491955290113
Twitter for iPhone,Crooked Hillary Clinton’s top aid Huma Abedin has been accused of disregarding basic security protocols. She put Classified Passwords into the hands of foreign agents. Remember sailors pictures on submarine? Jail! Deep State Justice Dept must finally act? Also on Comey &amp; others,01-02-2018 12:48:00,37561,130933,,948174033882927104
Twitter for iPhone,Well now that collusion with Russia is proving to be a total hoax and the only collusion is with Hillary Clinton and the FBI/Russia the Fake News Media (Mainstream) and this phony new book are hitting out at every new front imaginable. They should try winning an election. Sad!,01-05-2018 14:32:44,33002,147032,,949287555660500992
Twitter for iPhone,....Actually throughout my life my two greatest assets have been mental stability and being like really smart. Crooked Hillary Clinton also played these cards very hard and as everyone knows went down in flames. I went from VERY successful businessman to top T.V. Star.....,01-06-2018 12:27:42,36376,134915,,949618475877765120
Twitter for iPhone,“His is turning out to be an enormously consequential presidency. So much so that despite my own frustration over his missteps there has never been a day when I wished Hillary Clinton were president. Not one. Indeed as Trump’s accomplishments accumulate the mere thought of...,01-08-2018 03:23:39,16880,82631,,950206338411499520
Twitter for iPhone,...Clinton in the WH doubling down on Barack Obama’s failed policies washes away any doubts that America made the right choice. This was truly a change election — and the changes Trump is bringing are far-reaching &amp; necessary.” Thank you Michael Goodwin! https://t.co/4fHNcx2Ydg,01-08-2018 03:24:23,18904,83265,,950206523690639360
Twitter for iPhone,Disproven and paid for by Democrats “Dossier used to spy on Trump Campaign. Did FBI use Intel tool to influence the Election?” @foxandfriends  Did Dems or Clinton also pay Russians? Where are hidden and smashed DNC servers? Where are Crooked Hillary Emails?  What a mess!,01-11-2018 11:33:06,22798,82158,false,951416674808467461
Twitter for iPhone,“You had Hillary Clinton and the Democratic Party try to hide the fact that they gave money to GPS Fusion to create a Dossier which was used by their allies in the Obama Administration to convince a Court misleadingly by all accounts to spy on the Trump Team.” Tom Fitton JW,02-02-2018 11:49:14,52193,161884,false,959393270144086016
Twitter for iPhone,“The four page memo released Friday reports the disturbing fact about how the FBI and FISA appear to have been used to influence the 2016 election and its aftermath....The FBI failed to inform the FISA court that the Clinton campaign had funded the dossier....the FBI became....,02-04-2018 00:40:24,37037,130687,false,959949725028974592
Twitter for iPhone,“My view is that not only has Trump been vindicated in the last several weeks about the mishandling of the Dossier and the lies about the Clinton/DNC Dossier it shows that he’s been victimized. He’s been victimized by the Obama Administration who were using all sorts of.......,02-10-2018 18:16:20,25875,101513,false,962389786328797184
Twitter for iPhone,Now that Adam Schiff is starting to blame President Obama for Russian meddling in the election he is probably doing so as yet another excuse that the Democrats lead by their fearless leader Crooked Hillary Clinton lost the 2016 election. But wasn’t I a great candidate?,02-18-2018 12:43:48,19735,90179,false,965205208191168512
Twitter for iPhone,Dem Memo: FBI did not disclose who the clients were - the Clinton Campaign and the DNC. Wow!,02-24-2018 23:20:06,21940,80551,false,967539664692350977
Twitter for iPhone,“He’s got a very good point. Somebody in the Justice Department has a treasure trove of evidence of Mrs. Clinton’s criminality at her own hands or through others that ought to be investigated. I fully agree with the President on that.” @judgenapolitano on @marthamaccallum Show,02-27-2018 11:59:30,19756,69464,false,968455547094753281
Twitter for iPhone,.....They can help solve problems with North Korea Syria Ukraine ISIS Iran and even the coming Arms Race. Bush tried to get along but didn’t have the “smarts.” Obama and Clinton tried but didn’t have the energy or chemistry (remember RESET). PEACE THROUGH STRENGTH!,03-21-2018 19:05:40,20076,85386,false,976535330835836929
Twitter for iPhone,Lawmakers of the House Judiciary Committee are angrily accusing the Department of Justice of missing the Thursday Deadline for turning over UNREDACTED Documents relating to FISA abuse FBI Comey Lynch McCabe Clinton Emails and much more. Slow walking - what is going on? BAD!,04-07-2018 20:52:58,22279,79442,false,982722926305832960
Twitter for iPhone,I have agreed with the historically cooperative disciplined approach that we have engaged in with Robert Mueller (Unlike the Clintons!). I have full confidence in Ty Cobb my Special Counsel and have been fully advised throughout each phase of this process.,04-12-2018 16:46:15,16722,82895,false,984472778035417088
Twitter for iPhone,....untruthful slime ball who was as time has proven a terrible Director of the FBI. His handling of the Crooked Hillary Clinton case and the events surrounding it will go down as one of the worst “botch jobs” of history. It was my great honor to fire James Comey!,04-13-2018 12:17:37,35266,143118,false,984767560494313472
Twitter for iPhone,Unbelievably James Comey states that Polls where Crooked Hillary was leading were a factor in the handling (stupidly) of the Clinton Email probe. In other words he was making decisions based on the fact that he thought she was going to win and he wanted a job. Slimeball!,04-15-2018 11:42:33,27603,106702,false,985483513704124416
Twitter for iPhone,Just heard the Campaign was sued by the Obstructionist Democrats. This can be good news in that we will now counter for the DNC Server that they refused to give to the FBI the Wendy Wasserman Schultz Servers and Documents held by the Pakistani mystery man and Clinton Emails.,04-20-2018 22:34:26,8794,27084,false,987459505855369221
Twitter for iPhone,Just heard the Campaign was sued by the Obstructionist Democrats. This can be good news in that we will now counter for the DNC Server that they refused to give to the FBI the Debbie Wasserman Schultz Servers and Documents held by the Pakistani mystery man and Clinton Emails.,04-20-2018 23:19:51,31576,111546,false,987470932989050881
Twitter for iPhone,James Comey’s Memos are Classified I did not Declassify them. They belong to our Government! Therefore he broke the law! Additionally he totally made up many of the things he said I said and he is already a proven liar and leaker. Where are Memos on Clinton Lynch &amp; others?,04-21-2018 19:24:21,20807,76182,false,987774054651301888
Twitter for iPhone,“GOP Lawmakers asking Sessions to Investigate Comey and Hillary Clinton.” @FoxNews   Good luck with that request!,04-22-2018 12:22:37,20686,88624,false,988030312088260608
Twitter for iPhone,Just Out: House Intelligence Committee Report released. “No evidence” that the Trump Campaign “colluded coordinated or conspired with Russia.” Clinton Campaign paid for Opposition Research obtained from Russia- Wow! A total Witch Hunt! MUST END NOW!,04-27-2018 14:14:58,33612,120517,false,989870523042680832
Twitter for iPhone,NEW BOOK - A MUST READ! “The Russia Hoax - The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump” by the brilliant Fox News Legal Analyst Gregg Jarrett. A sad chapter for law enforcement. A rigged system!,05-02-2018 13:33:41,24919,88965,false,991672075491438594
Twitter for iPhone,Why isn’t disgraced FBI official Andrew McCabe being investigated for the $700000 Crooked Hillary Democrats in Virginia led by Clinton best friend Terry M (under FBI investigation that they killed) gave to McCabe’s wife in her run for office? Then dropped case on Clinton!,05-18-2018 13:38:11,24058,88886,false,997471413266247681
Twitter for iPhone,Things are really getting ridiculous. The Failing and Crooked (but not as Crooked as Hillary Clinton) @nytimes has done a long &amp; boring story indicating that the World’s most expensive Witch Hunt has found nothing on Russia &amp; me so now they are looking at the rest of the World!,05-20-2018 13:04:21,22894,88155,false,998187672979038208
Twitter for iPhone,...in the Hillary Clinton Campaign where she deleted 33000 Emails got $145000000 while Secretary of State paid McCabes wife $700000 (and got off the FBI hook along with Terry M) and so much more. Republicans and real Americans should start getting tough on this Scam.,05-20-2018 13:19:34,31520,115544,false,998191501451628544
Twitter for iPhone,Why didn’t the 13 Angry Democrats investigate the campaign of Crooked Hillary Clinton many crimes much Collusion with Russia? Why didn’t the FBI take the Server from the DNC?  Rigged Investigation!,05-27-2018 14:13:24,27160,106665,false,1000741764565753856
Twitter for iPhone,Why aren’t the 13 Angry and heavily conflicted Democrats investigating the totally Crooked Campaign of totally Crooked Hillary Clinton. It’s a Rigged Witch Hunt that’s why! Ask them if they enjoyed her after election celebration!,05-29-2018 11:09:32,18723,79525,false,1001420270094168064
Twitter for iPhone,Sorry I’ve got to start focusing my energy on North Korea Nuclear bad Trade Deals VA Choice the Economy rebuilding the Military and so much more and not on the Rigged Russia Witch Hunt that should be investigating Clinton/Russia/FBI/Justice/Obama/Comey/Lynch etc.,05-29-2018 11:27:07,29075,121391,false,1001424695126880258
Twitter for iPhone,The soon to be released book “The Russia Hoax The Illicit Scheme To Clear Hillary Clinton And Frame Donald Trump” written by Gregg Jarrett looks like a real deal big hit. The Phony Witch Hunt will be opened up for the world to see! Out in 5 weeks.,05-31-2018 03:06:28,21900,82556,false,1002023477531070464
Twitter for iPhone,....“$17 million spent it’s a scam Investigation. Americans are being worked. We now know there was Russian collusion with Russians and the Democrats. The Mueller team is stacked with anti-Trumpers who actually represented Clinton people (&amp; gave $’s to Crooked H).” Dan Bongino,06-02-2018 12:40:48,19656,74759,false,1002892787803676673
Twitter for iPhone,Mark Penn  “Why are there people from the Clinton Foundation on the Mueller Staff? Why is there an Independent Councel? To go after people and their families for unrelated offenses...Constitution was set up to prevent this...Stormtrooper tactics almost.” A disgrace!,06-03-2018 17:25:00,1861,6285,false,1003326698228764672
Twitter for iPhone,Mark Penn  “Why are there people from the Clinton Foundation on the Mueller Staff? Why is there an Independent Counsel? To go after people and their families for unrelated offenses...Constitution was set up to prevent this...Stormtrooper tactics almost.” A disgrace!,06-03-2018 17:34:02,31190,112003,false,1003328970069331968
Twitter for iPhone,....Schneiderman who ran the Clinton campaign in New York never had the guts to bring this ridiculous case which lingered in their office for almost 2 years. Now he resigned his office in disgrace and his disciples brought it when we would not settle.,06-14-2018 15:09:21,17691,76042,false,1007278825661784064
Twitter for iPhone,FBI Agent Peter Strzok who headed the Clinton &amp; Russia investigations texted to his lover Lisa Page in the IG Report that “we’ll stop” candidate Trump from becoming President. Doesn’t get any lower than that!,06-15-2018 10:35:14,23712,91847,false,1007572229935202304
Twitter for iPhone,RT @foxandfriends: .@jasoninthehouse: All of this started because Hillary Clinton set up her private server https://t.co/rLzjDRxxxm,06-15-2018 11:55:21,8606,0,true,1007592393728839686
Twitter for iPhone,I’ve had to beat 17 very talented people including the Bush Dynasty then I had to beat the Clinton Dynasty and now I have to beat a phony Witch Hunt and all of the dishonest people covered in the IG Report...and never forget the Fake News Media. It never ends!,06-15-2018 17:49:38,37551,154084,false,1007681553676283904
Twitter for iPhone,RT @realDonaldTrump: I’ve had to beat 17 very talented people including the Bush Dynasty then I had to beat the Clinton Dynasty and now I…,06-17-2018 14:36:08,37572,0,true,1008357631721951234
Twitter for iPhone,These Russian individuals did their work during the Obama years. Why didn’t Obama do something about it?  Because he thought Crooked Hillary Clinton would win that’s why. Had nothing to do with the Trump Administration but Fake News doesn’t want to report the truth as usual!,07-14-2018 18:17:37,40945,147696,false,1018197842559725569
Twitter for iPhone,Looking more &amp; more like the Trump Campaign for President was illegally being spied upon (surveillance) for the political gain of Crooked Hillary Clinton and the DNC. Ask her how that worked out - she did better with Crazy Bernie. Republicans must get tough now. An illegal Scam!,07-22-2018 10:49:25,33001,120227,false,1020984152357777408
Twitter for iPhone,So we now find out that it was indeed the unverified and Fake Dirty Dossier that was paid for by Crooked Hillary Clinton and the DNC that was knowingly &amp; falsely submitted to FISA and which was responsible for starting the totally conflicted and discredited Mueller Witch Hunt!,07-23-2018 10:30:11,28700,106276,false,1021341698734030848
